Utterance,Speaker,Emotion,Strategy,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
Do you think that,Therapist,neutral,Open question,9,8,1,1,"00:18:18,624","00:18:20,412"
"Andrew...just out of the blue,",Therapist,neutral,Open question,9,9,1,1,"00:18:20,646","00:18:23,868"
"as you said yourself,",Therapist,neutral,Open question,9,10,1,1,"00:18:24,351","00:18:25,605"
came up with this idea of an ultimatum?,Therapist,neutral,Open question,9,11,1,1,"00:18:26,165","00:18:27,810"
Did you notice anything over the last couple of days or weeks,Therapist,neutral,Open question,9,12,1,1,"00:18:27,830","00:18:30,626"
that you think might have brought this on?,Therapist,neutral,Open question,9,13,1,1,"00:18:30,683","00:18:32,882"
Nothing. I don't know. He just lost it.,Client,neutral,undefined,9,14,1,1,"00:18:34,575","00:18:37,364"
"I mean, shit, don't you know that men are the new women?",Client,anger,undefined,10,0,1,1,"00:18:38,006","00:18:40,456"
Obsessed with weddings and children.,Client,anger,undefined,10,1,1,1,"00:18:40,572","00:18:42,213"
And lately he's lost touch with reality.,Client,anger,undefined,10,2,1,1,"00:18:42,447","00:18:44,463"
He he thinks I'm seeing someone. That's how this whole thing started.,Client,anger,undefined,10,3,1,1,"00:18:45,186","00:18:48,023"
It's unbelievable.,Client,anger,undefined,10,4,1,1,"00:18:48,064","00:18:50,077"
But I thought you said,Therapist,neutral,Restatement,10,5,1,1,"00:18:48,064","00:18:50,077"
it came out of nowhere.,Therapist,neutral,Restatement,10,6,1,1,"00:18:50,123","00:18:51,392"
"You were watching tv, then suddenly...",Therapist,neutral,Restatement,10,7,1,1,"00:18:51,869","00:18:53,533"
"Well, we were watching tv.But before that",Client,neutral,undefined,10,8,1,1,"00:18:53,553","00:18:55,488"
we were having dinner and he had this look on his face.,Client,neutral,undefined,10,9,1,1,"00:18:55,521","00:18:58,179"
He had this sad look and I could just tell something was up.,Client,neutral,undefined,10,10,1,1,"00:18:58,250","00:19:01,031"
"I mean, you can just tell, huh?",Client,neutral,undefined,10,11,1,1,"00:19:01,200","00:19:02,714"
"And I said to him, what's going on? And he said,",Client,neutral,undefined,10,12,1,1,"00:19:02,738","00:19:04,964"
I don't know what I want. I just know I don't want,Client,neutral,undefined,10,13,1,1,"00:19:04,999","00:19:08,110"
"this on-and-off thing. So I said to him,",Client,neutral,undefined,10,14,1,1,"00:19:08,615","00:19:10,340"
"Sure, then let's just decide: either we get married or we split.",Client,neutral,undefined,10,15,1,1,"00:19:10,387","00:19:13,502"
So you were the one who came up with it.,Therapist,neutral,Interpretation,10,16,1,1,"00:19:13,636","00:19:15,293"
With what?,Client,neutral,undefined,10,17,1,1,"00:19:15,411","00:19:17,007"
The ultimatum.,Therapist,neutral,Interpretation,10,18,1,1,"00:19:15,411","00:19:17,007"
"No, he's the one. He had the problem with the on-and-off thing.",Client,neutral,undefined,10,19,1,1,"00:19:17,200","00:19:19,922"
Not me.,Client,neutral,undefined,10,20,1,1,"00:19:19,992","00:19:22,680"
On-and-off can mean several things.,Therapist,neutral,Interpretation,10,21,1,1,"00:19:19,992","00:19:22,680"
You were the one who made it specific...,Therapist,neutral,Interpretation,10,22,1,1,"00:19:23,034","00:19:25,230"
Get married or to split up. That was your ultimatum.,Therapist,neutral,Interpretation,10,23,1,1,"00:19:25,793","00:19:28,493"
"No, he had this thing with the on and...",Client,neutral,undefined,10,24,1,1,"00:19:28,639","00:19:31,100"
The ultim...,Client,neutral,undefined,10,25,1,1,"00:19:31,439","00:19:32,439"
"Yeah, okay,",Client,neutral,undefined,10,26,1,1,"00:19:38,035","00:19:39,035"
"I was the first one to say it, you're right.",Client,neutral,undefined,10,27,1,1,"00:19:40,718","00:19:42,705"
But he jumped all over it. I said I didn't know what I want.,Client,anger,undefined,11,0,1,1,"00:19:42,725","00:19:45,639"
"And he said, you have a day or two max to decide what you want.",Client,anger,undefined,11,1,1,1,"00:19:45,686","00:19:49,114"
And I said fine. And then he started crying,Client,disgust,undefined,11,2,1,1,"00:19:49,455","00:19:51,823"
and blah blah blah.,Client,disgust,undefined,11,3,1,1,"00:19:52,137","00:19:53,224"
"The whole thing was really scary to him, I think.",Client,disgust,undefined,11,4,1,1,"00:19:54,055","00:19:56,369"
What about you?,Therapist,neutral,Open question,11,5,1,1,"00:19:56,389","00:19:57,408"
Weren't you scared?,Therapist,neutral,Open question,11,6,1,1,"00:19:58,096","00:19:59,247"
Of what?,Client,depression,undefined,11,7,1,1,"00:19:59,627","00:20:00,627"
Of splitting up.,Therapist,neutral,Interpretation,11,8,1,1,"00:20:01,001","00:20:02,264"
I wasn't suggesting that we split up.,Client,depression,undefined,11,9,1,1,"00:20:02,745","00:20:05,357"
That's not the point.,Client,depression,undefined,11,10,1,1,"00:20:02,745","00:20:05,357"
So what do you think was the point of this argument,Therapist,neutral,Open question,11,11,1,1,"00:20:05,377","00:20:08,052"
that you may have initiated?,Therapist,neutral,Open question,11,12,1,1,"00:20:08,111","00:20:09,584"
I didn't initiate anything.,Client,depression,undefined,11,13,1,1,"00:20:09,763","00:20:11,156"
"You may not have meant to, but you did.",Therapist,neutral,Interpretation,11,14,1,1,"00:20:11,418","00:20:13,470"
It sounds like you wanted to bring this relationship into...,Therapist,neutral,Interpretation,11,15,1,1,"00:20:14,476","00:20:17,736"
crisis.,Therapist,neutral,Interpretation,11,16,1,1,"00:20:17,856","00:20:18,859"
"I know you say that Andrew hates uncertainties,",Therapist,neutral,Interpretation,11,17,1,1,"00:20:20,593","00:20:23,501"
but perhaps you're the one who can't live with them.,Therapist,neutral,Interpretation,11,18,1,1,"00:20:24,582","00:20:27,353"
"I mean, why did you choose this particular time",Therapist,neutral,Open question,11,19,1,1,"00:20:29,827","00:20:32,300"
to bring things to a head?,Therapist,neutral,Open question,11,20,1,1,"00:20:33,945","00:20:35,510"
I did no such thing.,Client,neutral,undefined,11,21,1,1,"00:20:35,651","00:20:36,943"
Why now?,Therapist,neutral,Open question,11,22,1,1,"00:20:41,246","00:20:42,246"
Because he's right.,Client,neutral,undefined,11,23,1,1,"00:20:48,291","00:20:49,395"
Andrew's right.,Client,neutral,undefined,11,24,1,1,"00:20:51,733","00:20:52,733"
I am being unfaithful to him.,Client,neutral,undefined,11,25,1,1,"00:20:54,850","00:20:56,494"
You mean what happened last night,Therapist,neutral,Restatement,11,26,1,1,"00:20:57,969","00:20:59,705"
at the club?,Therapist,neutral,Restatement,11,27,1,1,"00:21:00,279","00:21:01,331"
Not just last night.,Client,neutral,undefined,11,28,1,1,"00:21:02,962","00:21:04,204"
I've been unfaithful to him for a long time.,Client,neutral,undefined,11,29,1,1,"00:21:08,191","00:21:10,198"
Why haven't we talked about this before?,Therapist,neutral,Open question,12,0,1,1,"00:21:13,505","00:21:15,527"
I think we have.,Client,neutral,undefined,12,1,1,1,"00:21:18,314","00:21:19,314"
It's been here all along.,Client,neutral,undefined,12,2,1,1,"00:21:23,930","00:21:25,245"
You mean to say you've never noticed it?,Client,neutral,undefined,12,3,1,1,"00:21:28,117","00:21:30,222"
You're surprised.,Client,neutral,undefined,12,4,1,1,"00:21:33,972","00:21:35,059"
"No, I'm not surprised.I just...",Therapist,neutral,Restatement,12,5,1,1,"00:21:38,008","00:21:39,803"
I don't follow what you mean.,Therapist,neutral,Restatement,12,6,1,1,"00:21:40,356","00:21:41,942"
This isn't...,Client,neutral,undefined,12,7,1,1,"00:21:51,096","00:21:52,096"
the reaction I was hoping for.,Client,neutral,undefined,12,8,1,1,"00:21:53,430","00:21:55,543"
Not at all.,Client,neutral,undefined,12,9,1,1,"00:21:57,874","00:21:58,874"
What was the reaction that you were hoping for?,Therapist,neutral,Open question,12,10,1,1,"00:22:00,438","00:22:02,720"
I had...,Client,neutral,undefined,12,11,1,1,"00:22:06,306","00:22:07,306"
Two scenarios in my head.,Client,neutral,undefined,12,12,1,1,"00:22:07,922","00:22:09,366"
In the first one you stand up and you hug me...,Client,neutral,undefined,12,13,1,1,"00:22:10,105","00:22:12,724"
"And you say, I love you.",Client,neutral,undefined,12,14,1,1,"00:22:14,725","00:22:16,040"
"I love you too, Laura.",Client,neutral,undefined,12,15,1,1,"00:22:17,219","00:22:18,376"
I've been feeling this way for a long time.,Client,neutral,undefined,12,16,1,1,"00:22:20,575","00:22:22,513"
I just wanted you to be the first one to say it.,Client,neutral,undefined,12,17,1,1,"00:22:22,548","00:22:24,685"
And then we make love.,Client,neutral,undefined,12,18,1,1,"00:22:27,265","00:22:28,422"
And the...,Therapist,neutral,Open question,12,19,1,1,"00:22:32,257","00:22:33,257"
The second scenario?,Therapist,neutral,Open question,12,20,1,1,"00:22:35,189","00:22:36,513"
It's like the first one but...,Client,neutral,undefined,12,21,1,1,"00:22:37,661","00:22:39,209"
But without the sex.,Client,neutral,undefined,12,22,1,1,"00:22:40,975","00:22:42,161"
We just sit here together.,Client,neutral,undefined,12,23,1,1,"00:22:43,179","00:22:44,518"
"You know, I'm embarrassed to even talk about it.",Client,anger,undefined,13,0,1,1,"00:22:50,582","00:22:53,353"
"I mean, you're sitting there like a fucking buddha",Client,anger,undefined,13,1,1,1,"00:22:54,353","00:22:56,643"
acting like you have no idea what I'm talking about.,Client,anger,undefined,13,2,1,1,"00:22:56,852","00:22:59,060"
It's humiliating.,Client,anger,undefined,13,3,1,1,"00:22:59,182","00:23:00,527"
How long have you felt like this?,Therapist,neutral,Open question,13,4,1,1,"00:23:03,332","00:23:04,940"
A year...,Client,sadness,undefined,13,5,1,1,"00:23:06,143","00:23:07,143"
From the first session. I thought it would go away.,Client,sadness,undefined,13,6,1,1,"00:23:09,634","00:23:11,996"
"I thought it's just an infatuation, that's all.",Client,sadness,undefined,13,7,1,1,"00:23:12,024","00:23:14,341"
But it's getting worse.,Client,sadness,undefined,13,8,1,1,"00:23:16,999","00:23:18,209"
You've become the center of my life.,Client,sadness,undefined,13,9,1,1,"00:23:20,429","00:23:22,323"
"Laura,",Therapist,neutral,Interpretation,13,10,1,1,"00:23:27,418","00:23:28,418"
I'm your therapist.,Therapist,neutral,Interpretation,13,11,1,1,"00:23:29,462","00:23:30,551"
The parameters and the limitations...,Therapist,neutral,Interpretation,13,12,1,1,"00:23:35,033","00:23:37,262"
Are established and ethically defined.,Therapist,neutral,Interpretation,13,13,1,1,"00:23:39,955","00:23:42,644"
I'm not an option.,Therapist,neutral,Interpretation,13,14,1,1,"00:23:46,727","00:23:47,831"
You may be,Therapist,neutral,Interpretation,13,15,1,1,"00:23:51,879","00:23:52,879"
using me as a...,Therapist,neutral,Interpretation,13,16,1,1,"00:23:53,891","00:23:55,065"
As an excuse,Therapist,neutral,Interpretation,13,17,1,1,"00:23:57,284","00:23:58,341"
to bail from your relationship with...,Therapist,neutral,Interpretation,13,18,1,1,"00:23:59,095","00:24:00,808"
With Andrew.,Therapist,neutral,Interpretation,13,19,1,1,"00:24:01,642","00:24:02,582"
You know why I didn't fuck that guy?,Client,depression,undefined,13,20,1,1,"00:24:10,936","00:24:12,759"
Not because of Andrew.,Client,depression,undefined,13,21,1,1,"00:24:14,718","00:24:16,296"
Not because I didn't wanna cheat on him. I do want to cheat on him...,Client,depression,undefined,13,22,1,1,"00:24:16,739","00:24:19,581"
But with you.,Client,depression,undefined,13,23,1,1,"00:24:20,520","00:24:21,520"
You know why I didn't fuck that guy?,Client,depression,undefined,14,0,1,1,"00:24:10,936","00:24:12,759"
Not because of Andrew.,Client,depression,undefined,14,1,1,1,"00:24:14,718","00:24:16,296"
Not because I didn't wanna cheat on him. I do want to cheat on him...,Client,depression,undefined,14,2,1,1,"00:24:16,739","00:24:19,581"
But with you.,Client,depression,undefined,14,3,1,1,"00:24:20,520","00:24:21,520"
"When I was sitting there at the bar by myself,",Client,depression,undefined,14,4,1,1,"00:24:26,637","00:24:28,692"
I was thinking what would happen if you were to walk in?,Client,depression,undefined,14,5,1,1,"00:24:29,944","00:24:32,276"
"You'd walk in. You'd sit next to me at the bar,",Client,depression,undefined,14,6,1,1,"00:24:32,891","00:24:35,489"
you'd order a drink. I'd even...,Client,depression,undefined,14,7,1,1,"00:24:35,509","00:24:37,131"
I even tried to imagine what you would order...,Client,depression,undefined,14,8,1,1,"00:24:37,287","00:24:39,790"
"A shot of bourbon maybe, something...",Client,depression,undefined,14,9,1,1,"00:24:40,052","00:24:41,709"
"expensive, something fancy.",Client,depression,undefined,14,10,1,1,"00:24:42,206","00:24:43,720"
Then we'd start talking...,Client,depression,undefined,14,11,1,1,"00:24:44,222","00:24:45,502"
"What a coincidence it is to meet like this,",Client,depression,undefined,14,12,1,1,"00:24:46,339","00:24:48,606"
how awkward it is to meet outside the office.,Client,depression,undefined,14,13,1,1,"00:24:48,852","00:24:51,220"
"And then, without words,",Client,depression,undefined,14,14,1,1,"00:24:53,843","00:24:55,106"
"because we... We talk enough when we're here,",Client,depression,undefined,14,15,1,1,"00:24:56,563","00:24:58,778"
you motion for me to follow you to the bathroom.,Client,depression,undefined,14,16,1,1,"00:25:01,269","00:25:03,795"
And I do.,Client,depression,undefined,14,17,1,1,"00:25:05,574","00:25:06,574"
When I went into the stall with that guy...,Client,depression,undefined,14,18,1,1,"00:25:11,502","00:25:13,765"
I imagined it was you behind me.,Client,depression,undefined,14,19,1,1,"00:25:16,745","00:25:18,429"
That's what made it so exciting.,Client,depression,undefined,14,20,1,1,"00:25:19,303","00:25:20,987"
Then that guy started peeing,Client,depression,undefined,14,21,1,1,"00:25:22,723","00:25:24,270"
and it woke me up and I realized that it's impossible.,Client,depression,undefined,14,22,1,1,"00:25:25,609","00:25:28,451"
"I know it, I understand it.",Client,depression,undefined,14,23,1,1,"00:25:29,475","00:25:31,334"
"I tell myself that every time I walk out of here. I know it,",Client,depression,undefined,14,24,1,1,"00:25:31,868","00:25:34,496"
I understand it but I'm not sure that my body understands it.,Client,depression,undefined,14,25,1,1,"00:25:34,516","00:25:37,173"
I know it can never happen. I know it.,Client,depression,undefined,14,26,1,1,"00:25:40,577","00:25:42,458"
So don't worry. I'm not gonna start showing up here.,Client,depression,undefined,14,27,1,1,"00:25:44,504","00:25:46,672"
I'm not gonna start stalking you,Client,depression,undefined,14,28,1,1,"00:25:46,707","00:25:48,492"
like Glenn Close in that movie.,Client,depression,undefined,14,29,1,1,"00:25:49,844","00:25:51,639"
I'm not gonna...,Client,depression,undefined,14,30,1,1,"00:25:53,666","00:25:54,666"
boil your kids' rabbit.,Client,depression,undefined,14,31,1,1,"00:25:55,217","00:25:56,521"
I'm not dangerous...,Client,depression,undefined,14,32,1,1,"00:25:56,867","00:25:58,051"
At least not to you.,Client,depression,undefined,14,33,1,1,"00:26:01,611","00:26:02,900"
"God, how can I go back to my life,",Client,depression,undefined,14,34,1,1,"00:26:04,417","00:26:06,206"
"to the hospital, to Andrew?",Client,depression,undefined,14,35,1,1,"00:26:06,914","00:26:08,422"
"Not to Andrew, when the only thing that matters to me is you.",Client,depression,undefined,14,36,1,1,"00:26:08,853","00:26:12,063"
Our time's up.,Client,depression,undefined,14,37,1,1,"00:26:26,886","00:26:27,950"
"Yes, it is.",Therapist,neutral,Communication Skills,14,38,1,1,"00:26:31,998","00:26:32,998"
I feel like I came here in the dark,Client,depression,undefined,14,39,1,1,"00:26:40,509","00:26:42,161"
and I'm leaving into a bigger darkness.,Client,depression,undefined,14,40,1,1,"00:26:42,181","00:26:44,224"
What am I gonna do now?,Client,depression,undefined,14,41,1,1,"00:26:49,097","00:26:50,360"
We'll talk about it next week.,Therapist,neutral,Structuring the therapy,14,42,1,1,"00:26:53,653","00:26:55,287"
Okay?,Therapist,neutral,Structuring the therapy,14,43,1,1,"00:26:56,959","00:26:57,959"
I'll call you a taxi.,Therapist,neutral,Structuring the therapy,14,44,1,1,"00:27:05,058","00:27:06,279"
"No, I'm fine.",Client,neutral,undefined,14,45,1,1,"00:27:07,988","00:27:08,988"
"So, are there any rules?",Client,depression,undefined,15,0,1,2,"00:00:26,633","00:00:28,032"
Rules?,Therapist,neutral,Structuring the therapy,15,1,1,2,"00:00:28,827","00:00:30,757"
Ground rules.,Client,depression,undefined,15,2,1,2,"00:00:28,827","00:00:30,757"
Anything I should know before we start?,Client,depression,undefined,15,3,1,2,"00:00:31,891","00:00:33,636"
Not really. It's more or less up to you.,Therapist,neutral,Structuring the therapy,15,4,1,2,"00:00:34,793","00:00:37,561"
"Oh, right, right.",Client,neutral,undefined,15,5,1,2,"00:00:38,358","00:00:39,537"
I'm a customer.,Client,neutral,undefined,15,6,1,2,"00:00:40,151","00:00:41,297"
"Thought in my profession, we say that the customer is always wrong.",Therapist,neutral,Structuring the therapy,15,7,1,2,"00:00:43,648","00:00:47,442"
That's a...,Therapist,neutral,Structuring the therapy,15,8,1,2,"00:00:49,851","00:00:50,905"
That's a therapist joke.,Therapist,neutral,Structuring the therapy,15,9,1,2,"00:00:51,321","00:00:52,786"
